sample	category
01115669-TA3	HDAC4
01115669-TA3	GPR19
01115669-TA3	CDKN1B
01115669-TA3	BRIP1
06115115-T	AXL
06115115-T	CNOT3
06115117-T	SPEN
06115118-T	NDST2
6115233-T-C1	SPEN
6115233-T-C1	MRE11
6115233-T-C1	PALB2
6115233-T-C1	NCOR1
6115233-T-C1	NF1
6115233-T-C1	SPOP
6115233-T-C1	UNC13D
DTB-003-BL	ARID1A
DTB-003-BL	IDH1
DTB-003-BL	PRKDC
DTB-003-BL	TSC1
DTB-003-BL	PAX6
DTB-003-BL	BLM
DTB-003-BL	BRIP1
DTB-003-BL	AXL
DTB-003-BL	U2AF1
DTB-003-BL	TTC28
DTB-003-BL	ZNRF3
DTB-005-BL	RPRD2
DTB-005-BL	SETDB1
DTB-005-BL	SF3B1
DTB-005-BL	MET
DTB-005-BL	KMT2C
DTB-005-BL	AKT1
DTB-008-BL	CTNNB1
DTB-008-BL	MYBBP1A
DTB-008-BL	TP53
DTB-008-BL	CHD3
DTB-008-BL	SPOP
DTB-008-BL	ITSN1
DTB-009-BL	MYBBP1A
DTB-011-BL	HRAS
DTB-011-BL	AKT1
DTB-011-BL	NCOR1
DTB-018-BL	ASXL2
DTB-018-BL	RASA1
DTB-018-BL	ERF
DTB-019-PRO	TCERG1
DTB-019-PRO	WRN
DTB-019-PRO	FOXA1
DTB-019-PRO	ETV4
DTB-019-PRO	ERF
DTB-020-BL	IDH1
DTB-020-BL	ERF
DTB-021-BL	CNOT3
DTB-022-BL	BRCA1
DTB-022-BL	ETV4
DTB-022-BL	TRPM4
DTB-023-BL	ADAMTS8
DTB-023-BL	CNOT3
DTB-024-PRO	EHHADH
DTB-024-PRO	RAD51B
DTB-024-PRO	MAP2K1
DTB-024-PRO	CHD3
DTB-024-PRO	UNC13D
DTB-024-PRO	MIRLET7BHG
DTB-034-BL	ARID1A
DTB-034-BL	TAP1
DTB-034-BL	BRCA1
DTB-034-BL	ETV4
DTB-034-BL	CNOT3
DTB-035-BL	CTNNB1
DTB-035-BL	SEL1L3
DTB-035-BL	PRKDC
DTB-036-BL	ZFP36L2
DTB-036-BL	SMARCAD1
DTB-036-BL	NKX3-1
DTB-036-BL	RAG1
DTB-036-BL	RNF31
DTB-036-BL	AKT1
DTB-036-BL	TP53
DTB-036-BL	CHD3
DTB-036-BL	NCOR1
DTB-036-BL	ERF
DTB-037-BL	BRPF1
DTB-037-BL	FANCD2
DTB-037-BL	MYC
DTB-040-BL	HRAS
DTB-040-BL	AKT1
DTB-040-BL	CNOT3
DTB-042-BL	ELK4
DTB-042-BL	SETD2
DTB-042-BL	DHX30
DTB-042-BL	HRAS
DTB-042-BL	ERF
DTB-042-BL	TMPRSS2
DTB-053-BL	ARID1A
DTB-053-BL	ADAMTS8
DTB-053-BL	ARID2
DTB-053-BL	TCF12
DTB-053-BL	BLM
DTB-055-PRO	ATR
DTB-055-PRO	JADE2
DTB-055-PRO	SAMD9
DTB-055-PRO	ZBTB16
DTB-055-PRO	AKT1
DTB-055-PRO	NCOR1
DTB-055-PRO	RAD51D
DTB-059-BL	SEL1L3
DTB-059-BL	FANCG
DTB-059-BL	COL15A1
DTB-059-BL	STAB2
DTB-059-BL	CHD6
DTB-060-BL	RB1
DTB-061-BL	BRPF1
DTB-061-BL	FANCD2
DTB-061-BL	SETD2
DTB-061-BL	SH3RF1
DTB-061-BL	JADE2
DTB-061-BL	GEMIN5
DTB-061-BL	SLC4A2
DTB-061-BL	NBN
DTB-061-BL	RSPO2
DTB-061-BL	CDH1
DTB-061-BL	NCOR1
DTB-061-BL	RNF43
DTB-061-BL	AR
DTB-063-BL	ARID1A
DTB-063-BL	ETV3
DTB-063-BL	IDH1
DTB-063-BL	DHX30
DTB-063-BL	SPATA18
DTB-063-BL	SMARCAD1
DTB-063-BL	PIK3R1
DTB-063-BL	SAMD9
DTB-063-BL	CHD7
DTB-063-BL	HRAS
DTB-063-BL	PAX6
DTB-063-BL	ATM
DTB-063-BL	GPR19
DTB-063-BL	CDKN1B
DTB-063-BL	CDK4
DTB-063-BL	STAB2
DTB-063-BL	AXIN1
DTB-063-BL	PPL
DTB-063-BL	CDH1
DTB-063-BL	MYBBP1A
DTB-063-BL	BRCA1
DTB-063-BL	ETV4
DTB-063-BL	AXIN2
DTB-063-BL	ERF
DTB-064-BL	ITSN2
DTB-064-BL	BLM
DTB-064-BL	CDH1
DTB-064-BL	BRCA1
DTB-064-BL	CHD6
DTB-067-PRO	BRPF1
DTB-067-PRO	GPR19
DTB-067-PRO	AXIN1
DTB-069-BL	SLC4A2
DTB-069-BL	BLM
DTB-071-BL	RPRD2
DTB-071-BL	SETDB1
DTB-071-BL	MLH1
DTB-071-BL	JADE2
DTB-071-BL	TAP1
DTB-071-BL	PALB2
DTB-074-BL	SPEN
DTB-074-BL	STAB2
DTB-077-PRO	SPEN
DTB-077-PRO	USP28
DTB-077-PRO	ZBTB16
DTB-077-PRO	RNF31
DTB-077-PRO	CDH1
DTB-080-BL	ERF
DTB-083-BL	TBC1D2
DTB-083-BL	FOXA1
DTB-083-BL	CDK12
DTB-085-BL	MET
DTB-085-BL	PTPRD
DTB-085-BL	COL15A1
DTB-085-BL	PAX6
DTB-090-PRO	LSAMP
DTB-090-PRO	SPATA18
DTB-090-PRO	RNF31
DTB-091-BL	CDKN2A
DTB-091-BL	AXIN2
DTB-092-BL	EHHADH
DTB-092-BL	MAP2K4
DTB-092-BL	NCOR1
DTB-092-BL	CDC27
DTB-094-BL	KMT2A
DTB-094-BL	RB1
DTB-094-BL	KEAP1
DTB-094-BL	COL5A3
DTB-097-PRO	PTPRC
DTB-097-PRO	PMS1
DTB-097-PRO	SETD2
DTB-097-PRO	CDKN2A
DTB-097-PRO	MAP2K4
DTB-097-PRO	NCOR1
DTB-097-PRO	CDK12
DTB-097-PRO	AXL
DTB-097-PRO	TMPRSS2
DTB-098-PRO2	CNOT3
DTB-100-BL	PRKDC
DTB-100-BL	NBN
DTB-100-BL	RNF31
DTB-100-BL	AKT1
DTB-100-BL	MED12
DTB-100-BL	ZMYM3
DTB-101-BL	ELK4
DTB-101-BL	ETV1
DTB-101-BL	AKT1
DTB-101-BL	MYBBP1A
DTB-101-BL	ETV4
DTB-101-BL	MED12
DTB-102-PRO	IGF2R
DTB-102-PRO	BRAF
DTB-104-BL	ETV3
DTB-111-PRO	PIK3R1
DTB-111-PRO	COL15A1
DTB-111-PRO	KMT2D
DTB-111-PRO	STAB2
DTB-111-PRO	TCF12
DTB-111-PRO	MIRLET7BHG
DTB-112-BL	RNF31
DTB-112-BL	FOXA1
DTB-112-BL	AXIN1
DTB-112-BL	USP7
DTB-112-BL	TMPRSS2
DTB-119-PRO	ZNF292
DTB-119-PRO	NDST2
DTB-119-PRO	CNOT3
DTB-121-BL	RPRD2
DTB-121-BL	PIK3R1
DTB-121-BL	AKT1
DTB-124-BL	ITSN2
DTB-126-BL	NDST2
DTB-126-BL	HRAS
DTB-126-BL	RAG1
DTB-126-BL	RNF31
DTB-126-BL	TSC2
DTB-126-BL	PRPF8
DTB-126-BL	NCOR1
DTB-126-BL	NF1
DTB-127-PRO	JAK1
DTB-127-PRO	PDS5A
DTB-127-PRO	PRKDC
DTB-127-PRO	CHD7
DTB-127-PRO	PTEN
DTB-127-PRO	ZBTB16
DTB-127-PRO	U2AF1
DTB-128-BL	CDK4
DTB-129-BL	RPRD2
DTB-129-BL	SETDB1
DTB-129-BL	ITSN2
DTB-129-BL	TCF12
DTB-129-BL	TP53
DTB-129-BL	CHD3
DTB-129-BL	UNC13D
DTB-129-BL	CNOT3
DTB-129-BL	MATN4
DTB-132-BL	BRAF
DTB-132-BL	AXIN1
DTB-135-PRO	LSAMP
DTB-135-PRO	PIK3CB
DTB-135-PRO	ETV5
DTB-135-PRO	CHD7
DTB-135-PRO	RSPO2
DTB-137-PRO	RPRD2
DTB-137-PRO	GPR19
DTB-137-PRO	CDKN1B
DTB-137-PRO	CDK12
DTB-138-BL	SPEN
DTB-138-BL	ELK4
DTB-138-BL	PRKDC
DTB-138-BL	TSC2
DTB-138-BL	MYBBP1A
DTB-138-BL	MATN4
DTB-140-BL	ZFP36L2
DTB-140-BL	RASA1
DTB-140-BL	SLC4A2
DTB-140-BL	TBC1D2
DTB-140-BL	AKT1
DTB-141-BL	ZNF292
DTB-141-BL	CDK4
DTB-146-BL	GEMIN5
DTB-146-BL	RAG1
DTB-146-BL	KRAS
DTB-146-BL	CNOT3
DTB-149-BL	ELK4
DTB-149-BL	SF3B1
DTB-151-BL	MRE11
DTB-151-BL	MYBBP1A
DTB-156-BL	DHX30
DTB-156-BL	SLC4A2
DTB-156-BL	TAF1L
DTB-156-BL	CDK4
DTB-156-BL	AKT1
DTB-156-BL	PALB2
DTB-156-BL	KEAP1
DTB-156-BL	COL5A3
DTB-156-BL	ZMYM3
DTB-159-BL	NKX3-1
DTB-159-BL	RNF31
DTB-165-PRO	TAP1
DTB-165-PRO	ETV1
DTB-165-PRO	BAG4
DTB-165-PRO	PPL
DTB-167-PRO	CHD1
DTB-167-PRO	TAP1
DTB-167-PRO	CNOT3
DTB-170-BL	SEL1L3
DTB-170-BL	APC
DTB-170-BL	AKT1
DTB-170-BL	KEAP1
DTB-170-BL	COL5A3
DTB-170-BL	CNOT3
DTB-172-BL	PRKDC
DTB-172-BL	RNF43
DTB-173-BL	ELK4
DTB-173-BL	TCERG1
DTB-173-BL	GEMIN5
DTB-173-BL	WASF3
DTB-173-BL	CDC27
DTB-175-BL	ITSN2
DTB-175-BL	MAP2K1
DTB-175-BL	NCOR1
DTB-175-BL	RAD51D
DTB-175-BL	SPOP
DTB-176-BL	CHD1
DTB-176-BL	FANCG
DTB-176-BL	CNOT3
DTB-183-BL	ASXL2
DTB-183-BL	MSH2
DTB-183-BL	MSH6
DTB-183-BL	TBC1D2
DTB-183-BL	COL15A1
DTB-183-BL	PALB2
DTB-183-BL	PRPF8
DTB-183-BL	NCOR1
DTB-183-BL	AXIN2
DTB-183-BL	ERCC2
DTB-183-BL	MIRLET7BHG
DTB-186-BL	KDM6A
DTB-187-BL	NOX3
DTB-188-BL	RPRD2
DTB-188-BL	SETDB1
DTB-188-BL	SEL1L3
DTB-188-BL	FER
DTB-188-BL	PTPRD
DTB-188-BL	CNOT3
DTB-190-BL	CTNNB1
DTB-190-BL	EHHADH
DTB-190-BL	GEMIN5
DTB-190-BL	SSR1
DTB-190-BL	IGF2R
DTB-190-BL	CCND1
DTB-190-BL	ZBTB16
DTB-190-BL	KRAS
DTB-190-BL	AKT1
DTB-190-BL	CDK12
DTB-190-BL	KEAP1
DTB-190-BL	AXL
DTB-190-BL	AR
DTB-193-BL	RPRD2
DTB-193-BL	MSH2
DTB-193-BL	MSH6
DTB-193-BL	SLC4A2
DTB-194-PRO	RAG1
DTB-194-PRO	ADAMTS8
DTB-194-PRO	WASF3
DTB-201-PRO	MYBBP1A
DTB-201-PRO	CDK12
DTB-202-BL	XPO1
DTB-202-BL	CUL3
DTB-202-BL	CDC27
DTB-202-BL	AR
DTB-204-BL	BAG4
DTB-205-BL	SETD2
DTB-205-BL	SMARCAD1
DTB-205-BL	BRCA2
DTB-205-BL	CDC27
DTB-205-BL	RNF43
DTB-205-BL	TRPM4
DTB-206-BL	AKT1
DTB-210-BL	JADE2
DTB-210-BL	ZNF292
DTB-210-BL	SLC4A2
DTB-210-BL	COL15A1
DTB-210-BL	NCOR2
DTB-213-BL	ELK4
DTB-213-BL	NCOR1
DTB-213-BL	AXL
DTB-214-BL	PTPRC
DTB-214-BL	XPO1
DTB-214-BL	ETV1
DTB-214-BL	TSC1
DTB-214-BL	HRAS
DTB-214-BL	STAB2
DTB-214-BL	BRCA2
DTB-214-BL	ZFP36L1
DTB-214-BL	TSC2
DTB-214-BL	NF1
DTB-214-BL	BRCA1
DTB-214-BL	ETV4
DTB-214-BL	CDC27
DTB-214-BL	KEAP1
DTB-214-BL	COL5A3
DTB-214-BL	CNOT3
DTB-216-PRO	ELK4
DTB-216-PRO	CHD7
DTB-216-PRO	NDST2
DTB-216-PRO	PAX6
DTB-220-BL	MTOR
DTB-220-BL	LSAMP
DTB-220-BL	TBC1D2
DTB-220-BL	BRIP1
DTB-222-BL	RB1
DTB-222-BL	COL5A3
DTB-222-BL	CHD6
DTB-222-BL	ZNRF3
DTB-223-BL	CDK12
DTB-232-PRO	KRAS
DTB-232-PRO	STAB2
DTB-232-PRO	AKT1
DTB-232-PRO	PRPF8
DTB-232-PRO	ERF
DTB-234-BL	ETV3
DTB-234-BL	IL6ST
DTB-234-BL	BAG4
DTB-234-BL	RSPO2
DTB-234-BL	ARID4A
DTB-251-BL	ASXL2
DTB-251-BL	LSAMP
DTB-251-BL	FOXA1
DTB-251-BL	COL5A3
DTB-252-BL	RSPO2
DTB-252-BL	AKT1
DTB-255-BL	XPO1
DTB-255-BL	FER
DTB-255-BL	SLC4A2
DTB-255-BL	MRE11
DTB-255-BL	ADAMTS8
DTB-255-BL	RAD51B
DTB-255-BL	ZFP36L1
DTB-255-BL	TSC2
DTB-255-BL	PPL
DTB-255-BL	RAD51D
DTB-255-BL	CNOT3
DTB-255-BL	U2AF1
DTB-255-BL	AR
DTB-258-BL	JAK1
DTB-258-BL	SH3RF1
DTB-258-BL	MATN4
DTB-260-BL	IGF2R
DTB-260-BL	MET
DTB-260-BL	CHD7
DTB-260-BL	FOXA1
DTB-260-BL	AKT1
DTB-260-BL	ERF
DTB-261-BL	SPEN
DTB-261-BL	ETV3
DTB-265-PRO	SEL1L3
DTB-265-PRO	PRPF8
DTB-265-PRO	CNOT3
DTB-266-BL	TBC1D2
DTB-266-BL	CHD6
01115156-TA1	RNF43
01115156-TC5	RNF43
01115157-TC3	TP53
01115157-TC3	CHD3
01115183-TA1	PPL
01115202-TC2	RPRD2
01115202-TC2	SETDB1
01115202-TC2	MRE11
01115202-TC2	RB1
01115202-TC2	SPOP
01115202-TC2	U2AF1
01115248-TA3	ELK4
01115248-TA3	PIK3CB
01115248-TA3	NBN
01115248-TA3	STAB2
01115248-TA3	TRPM4
01115249-TC5	SMARCA1
01115257-TA4	NKX3-1
01115257-TA4	CCND1
01115263-TA3	PTEN
01115284-TA9	PDS5A
01115284-TA9	ATM
01115284-TA9	GPR19
01115284-TA9	CDKN1B
01115284-TA9	AR
01115374-TA2	ATR
01115374-TA2	CCND1
01115378-TA2	MSH2
01115378-TA2	MSH6
01115378-TA2	BAG4
01115414-TA1	MSH2
01115414-TA1	MSH6
01115414-TA1	CNOT3
01115468-TA3	ITSN2
01115468-TA3	COL15A1
01115503-TC2	ELK4
01115503-TC2	MYC
01115503-TC2	CCND1
01115503-TC2	RNF31
01115549-TA4	ZFP36L2
01115554-TA2	ZFHX3
01115556-TC1	TRPM4
01115569-TC1	ZFP36L2
01115569-TC1	IGF2R
01115574-TC3	ZFP36L2
01115574-TC3	COL5A1
01115574-TC3	ZFHX3
01115574-TC3	ETV4
01115574-TC3	ITSN1
01115581-TA3	TRPM4
01115606-TA2	PTEN
01115606-TA2	NCOR2
01115606-TA2	CDC27
01115644-TA1	ZFHX3
01115655-TA1	TAF1L
01115668-TA4	ZFHX3
01115669-TA3	PIK3R1
06115115-T	WASF3
06115115-T	BRIP1
06115115-T	AR
06115117-T	ZFHX3
06115118-T	RASA1
06115118-T	ZFP36L1
6115233-T-C1	RNF31
DTB-018-BL	COL15A1
DTB-021-BL	NCOR2
DTB-022-BL	CDC27
DTB-023-BL	CHD1
DTB-023-BL	IGF2R
DTB-023-BL	FANCA
DTB-036-BL	FOXA1
DTB-037-BL	BRIP1
DTB-040-BL	ZFP36L1
DTB-042-BL	BLM
DTB-053-BL	CDC27
DTB-063-BL	ATR
DTB-063-BL	PIK3CA
DTB-063-BL	APC
DTB-063-BL	ADAMTS8
DTB-063-BL	NCOR2
DTB-063-BL	MGA
DTB-063-BL	TP53
DTB-067-PRO	ZFP36L1
DTB-067-PRO	CDC27
DTB-071-BL	CTNNB1
DTB-077-PRO	JAK1
DTB-080-BL	PTPRC
DTB-080-BL	XPO1
DTB-080-BL	DHX30
DTB-080-BL	IGF2R
DTB-080-BL	MIRLET7BHG
DTB-085-BL	KDM6A
DTB-089-BL	MAP3K1
DTB-090-PRO	MATN4
DTB-091-BL	NF1
DTB-091-BL	CNOT3
DTB-092-BL	RAD51B
DTB-092-BL	ZFP36L1
DTB-092-BL	ZFHX3
DTB-092-BL	BRIP1
DTB-097-PRO	BLM
DTB-101-BL	RSPO2
DTB-102-PRO	KMT2C
DTB-104-BL	USP7
DTB-111-PRO	TCERG1
DTB-111-PRO	SSR1
DTB-111-PRO	TAF1L
DTB-111-PRO	KMT2A
DTB-111-PRO	CDH1
DTB-111-PRO	BRIP1
DTB-119-PRO	SSR1
DTB-121-BL	PYHIN1
DTB-126-BL	NCOR2
DTB-129-BL	KMT2C
DTB-132-BL	CCND1
DTB-132-BL	TSC2
DTB-137-PRO	ETV3
DTB-137-PRO	PYHIN1
DTB-137-PRO	KMT2A
DTB-137-PRO	ZFP36L1
DTB-138-BL	TP53
DTB-138-BL	CHD3
DTB-146-BL	FOXA1
DTB-149-BL	AR
DTB-151-BL	MET
DTB-151-BL	CDC27
DTB-156-BL	ZFP36L1
DTB-167-PRO	MED12
DTB-167-PRO	ZMYM3
DTB-170-BL	ETV5
DTB-170-BL	BRIP1
DTB-173-BL	NCOR1
DTB-183-BL	JAK1
DTB-183-BL	IL6ST
DTB-183-BL	ZBTB16
DTB-183-BL	CDK4
DTB-183-BL	MYBBP1A
DTB-183-BL	ITSN1
DTB-186-BL	PTEN
DTB-188-BL	ZFHX3
DTB-193-BL	CDC27
DTB-202-BL	RAG1
DTB-204-BL	GEMIN5
DTB-206-BL	TP53
DTB-206-BL	CHD3
DTB-210-BL	PYHIN1
DTB-214-BL	MYBBP1A
DTB-216-PRO	MYC
DTB-220-BL	MSH2
DTB-220-BL	MSH6
DTB-223-BL	BRIP1
DTB-223-BL	MATN4
DTB-232-PRO	PIK3R2
DTB-234-BL	RAG1
DTB-234-BL	MAP2K1
DTB-234-BL	ZFHX3
DTB-252-BL	FANCD2
DTB-252-BL	NKX3-1
DTB-252-BL	AR
DTB-255-BL	CDC27
DTB-258-BL	SSR1
DTB-258-BL	SAMD9
DTB-261-BL	JADE2
01115154-TA1	ZBTB16
01115154-TA1	AXIN1
01115154-TA1	USP7
01115154-TA1	AXIN2
01115154-TA1	EHHADH
01115156-TA1	CCND1
01115156-TA1	AXIN1
01115156-TA1	CDH1
01115156-TA1	FANCA
01115156-TA1	PIK3R2
01115156-TA1	MSH6
01115156-TA1	COL5A1
01115156-TC5	FANCA
01115156-TC5	PYHIN1
01115157-TA3	MYBBP1A
01115157-TA3	CTDP1
01115157-TA3	HDAC4
01115157-TA3	BAG4
01115157-TA3	TSC1
01115157-TC3	FANCA
01115157-TC3	RPRD2
01115157-TC3	GNAS
01115157-TC3	ZNF292
01115157-TC3	SLC4A2
01115183-TA1	ATM
01115183-TA1	HRAS
01115183-TA1	AKT1
01115183-TA1	AXIN1
01115183-TA1	ETV4
01115183-TA1	AXIN2
01115183-TA1	KEAP1
01115183-TA1	TTC28
01115183-TA1	EHHADH
01115183-TA1	BRAF
01115183-TA1	COL5A1
01115202-TC2	PTEN
01115202-TC2	BRPF1
01115202-TC2	FANCD2
01115248-TA3	BRAF
01115249-TC5	STAB2
01115249-TC5	AKT1
01115249-TC5	PALB2
01115249-TC5	AXIN1
01115249-TC5	ARID1A
01115249-TC5	DHX30
01115257-TA4	HRAS
01115257-TA4	AXIN2
01115257-TA4	MIRLET7BHG
01115257-TA4	BRAF
01115263-TA3	RAG1
01115263-TA3	AXIN1
01115263-TA3	HDAC4
01115263-TA3	ZFP36L2
01115263-TA3	NOX3
01115263-TA3	SLC4A2
01115263-TA3	TSC1
01115284-TA9	CCND1
01115284-TA9	TP53
01115284-TA9	TRPM4
01115284-TA9	GNAS
01115284-TA9	TTC28
01115284-TA9	PTPRD
01115326-TA3	CTDP1
01115326-TA3	TSC1
01115326-TA3	COL5A1
01115326-TA3	FANCG
01115374-TA2	WASF3
01115374-TA2	TRPM4
01115374-TA2	MIRLET7BHG
01115374-TA2	PMS1
01115374-TA2	BAG4
01115378-TA2	MYBBP1A
01115414-TA1	FANCA
01115414-TA1	AXIN2
01115414-TA1	ARID1A
01115414-TA1	MIRLET7BHG
01115414-TA1	HDAC4
01115414-TA1	ETV5
01115414-TA1	SLC4A2
01115444-TA5	AKT1
01115444-TA5	BRCA1
01115444-TA5	CTDP1
01115444-TA5	GNAS
01115444-TA5	U2AF1
01115444-TA5	CHD1
01115468-TA3	CCND1
01115468-TA3	AKT1
01115468-TA3	AXIN1
01115468-TA3	ZFHX3
01115468-TA3	MSH2
01115468-TA3	MSH6
01115503-TC2	AXIN1
01115503-TC2	TRPM4
01115503-TC2	CUL3
01115503-TC2	ETV5
01115503-TC2	BAG4
01115525-TA1	CDKN1B
01115525-TA1	GPR19
01115525-TA1	RNF31
01115525-TA1	FOXA1
01115525-TA1	ARID4A
01115525-TA1	TSC2
01115525-TA1	AXIN1
01115525-TA1	UNC13D
01115525-TA1	CTDP1
01115525-TA1	TRPM4
01115525-TA1	HDAC4
01115525-TA1	COL5A1
01115531-TA4	HRAS
01115531-TA4	PALB2
01115531-TA4	CNOT3
01115549-TA4	RAG1
01115549-TA4	CCND1
01115549-TA4	CDK4
01115549-TA4	PRPF8
01115549-TA4	CTDP1
01115549-TA4	ITSN1
01115549-TA4	HDAC4
01115554-TA2	AXIN1
01115554-TA2	CTDP1
01115554-TA2	ELK4
01115554-TA2	BRAF
01115556-TC1	PTEN
01115556-TC1	AKT1
01115556-TC1	AXIN1
01115556-TC1	BRCA1
01115556-TC1	MATN4
01115569-TC1	CCND1
01115569-TC1	TSC2
01115569-TC1	AXIN1
01115569-TC1	FANCA
01115569-TC1	KEAP1
01115569-TC1	ARID1A
