sample	category
01115569-TC1	HDAC4
01115569-TC1	JADE2
01115569-TC1	ZNF292
01115569-TC1	TBC1D2
01115574-TC3	CTDP1
01115574-TC3	TRPM4
01115574-TC3	ERG
01115574-TC3	SSR1
01115576-TC2	CCND1
01115576-TC2	CDC27
01115576-TC2	CUL3
01115576-TC2	NOX3
01115576-TC2	SAMD9
01115576-TC2	FANCG
01115577-TC1	HRAS
01115577-TC1	AXIN1
01115577-TC1	USP7
01115577-TC1	TRPM4
01115577-TC1	GNAS
01115577-TC1	MLH1
01115577-TC1	SMARCAD1
01115577-TC1	FER
01115577-TC1	TAP1
01115578-TC4	RNF43
01115578-TC4	HDAC4
01115578-TC4	PDS5A
01115578-TC4	JADE2
01115581-TA3	CTDP1
01115581-TA3	SLC4A2
01115581-TA3	COL5A1
01115589-TC2	HRAS
01115589-TC2	AKT1
01115589-TC2	AXIN1
01115589-TC2	CTDP1
01115589-TC2	PIK3R1
01115606-TA2	AXIN1
01115606-TA2	CDK12
01115606-TA2	SMARCA1
01115644-TA1	MYBBP1A
01115644-TA1	TRPM4
01115644-TA1	MATN4
01115644-TA1	HDAC4
01115655-TA1	UNC13D
01115655-TA1	TRPM4
01115655-TA1	ITSN1
01115655-TA1	XPO1
01115655-TA1	NKX3-1
01115655-TA1	NBN
01115655-TA1	COL5A1
01115655-TC1	NF1
01115655-TC1	UNC13D
01115655-TC1	ITSN1
01115655-TC1	U2AF1
01115655-TC1	XPO1
01115655-TC1	COL5A1
01115668-TA4	MRE11
01115668-TA4	PPL
01115668-TA4	IDH1
01115668-TA4	MYC
01115668-TA4	CDKN2A
01115669-TA3	ATM
01115669-TA3	AXIN1
01115669-TA3	KEAP1
01115669-TA3	ARID1A
01115669-TA3	GNAS
01115669-TA3	EHHADH
01115669-TA3	SLC4A2
06115115-T	AXIN1
06115115-T	PRPF8
06115115-T	KEAP1
06115115-T	GNAS
06115117-T	FANCA
06115117-T	GNAS
06115117-T	TTC28
06115117-T	MIRLET7BHG
06115117-T	WRN
06115118-T	AXIN2
06115118-T	COL5A3
06115118-T	BAG4
6115233-T-C1	AXIN1
6115233-T-C1	FANCA
6115233-T-C1	BRCA1
6115233-T-C1	CHD3
6115233-T-C1	TP53
6115233-T-C1	JADE2
DTB-003-BL	KMT2A
DTB-003-BL	NCOR2
DTB-003-BL	CDK4
DTB-003-BL	BRCA2
DTB-003-BL	PPL
DTB-003-BL	CDC27
DTB-003-BL	ATR
DTB-003-BL	PIK3CA
DTB-003-BL	ZMYM3
DTB-005-BL	MYC
DTB-008-BL	MAP2K4
DTB-008-BL	RAD51D
DTB-008-BL	AXIN2
DTB-008-BL	RPRD2
DTB-008-BL	SETDB1
DTB-008-BL	ETV3
DTB-008-BL	RSPO2
DTB-009-BL	PRPF8
DTB-009-BL	IL6ST
DTB-009-BL	TAP1
DTB-009-BL	KDM6A
DTB-011-BL	AXIN2
DTB-011-BL	AXL
DTB-011-BL	MIRLET7BHG
DTB-011-BL	MSH2
DTB-011-BL	MSH6
DTB-011-BL	BAG4
DTB-018-BL	BRCA1
DTB-018-BL	ETV4
DTB-018-BL	IDH1
DTB-018-BL	MYC
DTB-019-PRO	RAG1
DTB-019-PRO	NCOR1
DTB-019-PRO	BRCA1
DTB-019-PRO	HDAC4
DTB-019-PRO	TSC1
DTB-020-BL	FOXA1
DTB-020-BL	TSC2
DTB-020-BL	IL6ST
DTB-021-BL	COL5A3
DTB-022-BL	ITSN1
DTB-022-BL	MSH2
DTB-022-BL	MSH6
DTB-023-BL	RSPO2
DTB-023-BL	TBC1D2
DTB-023-BL	SMARCA1
DTB-024-PRO	KRAS
DTB-024-PRO	COL5A3
DTB-024-PRO	CHD6
DTB-024-PRO	CHD7
DTB-034-BL	STAB2
DTB-035-BL	HRAS
DTB-035-BL	BAG4
DTB-035-BL	FANCG
DTB-036-BL	ARID4A
DTB-036-BL	NOX3
DTB-036-BL	TAP1
DTB-037-BL	CNOT3
DTB-037-BL	ETV3
DTB-037-BL	PYHIN1
DTB-037-BL	BAG4
DTB-040-BL	RPRD2
DTB-042-BL	ATM
DTB-042-BL	ERCC2
DTB-042-BL	HDAC4
DTB-042-BL	TCERG1
DTB-042-BL	MYC
DTB-053-BL	AXIN2
DTB-053-BL	MSH2
DTB-053-BL	MSH6
DTB-053-BL	MYC
DTB-053-BL	NKX3-1
DTB-055-PRO	MAP2K1
DTB-055-PRO	BRCA1
DTB-055-PRO	ETV4
DTB-055-PRO	TRPM4
DTB-055-PRO	IDH1
DTB-055-PRO	PTPRD
DTB-059-BL	CCND1
DTB-059-BL	BRCA1
DTB-059-BL	ETV4
DTB-059-BL	ATR
DTB-061-BL	MRE11
DTB-061-BL	PALB2
DTB-061-BL	PIK3CB
DTB-061-BL	BAG4
DTB-061-BL	CHD7
DTB-061-BL	FANCG
DTB-063-BL	PALB2
DTB-063-BL	SH3RF1
DTB-063-BL	RSPO2
DTB-064-BL	KRAS
DTB-064-BL	UNC13D
DTB-064-BL	PIK3R2
DTB-064-BL	ERF
DTB-064-BL	GNAS
DTB-064-BL	RSPO2
DTB-064-BL	MED12
DTB-064-BL	ZMYM3
DTB-067-PRO	ATM
DTB-067-PRO	RAG1
DTB-067-PRO	MGA
DTB-067-PRO	MTOR
DTB-069-BL	PTEN
DTB-069-BL	TCF12
DTB-069-BL	AXIN2
DTB-069-BL	RPRD2
DTB-069-BL	SETDB1
DTB-069-BL	BAG4
DTB-071-BL	MAP2K4
DTB-071-BL	SETD2
DTB-071-BL	PDS5A
DTB-074-BL	COL5A3
DTB-074-BL	APC
DTB-077-PRO	ZFHX3
DTB-077-PRO	BRCA1
DTB-077-PRO	ETV4
DTB-080-BL	RASA1
DTB-083-BL	PPL
DTB-083-BL	SETD2
DTB-085-BL	MRE11
DTB-085-BL	MAP2K4
DTB-085-BL	ERCC2
DTB-089-BL	WASF3
DTB-089-BL	TSC2
DTB-089-BL	CDH1
DTB-089-BL	CNOT3
DTB-090-PRO	TSC2
DTB-090-PRO	MYBBP1A
DTB-090-PRO	CHD3
DTB-090-PRO	AXL
DTB-090-PRO	ERCC2
DTB-090-PRO	XPO1
DTB-090-PRO	SMARCA1
DTB-091-BL	MRE11
DTB-091-BL	JAK1
DTB-091-BL	FER
DTB-092-BL	AXIN2
DTB-092-BL	AXL
DTB-092-BL	PIK3CA
DTB-092-BL	TAF1L
DTB-097-PRO	KMT2A
DTB-097-PRO	RNF43
DTB-097-PRO	BRIP1
DTB-098-PRO2	NF1
DTB-098-PRO2	MYC
DTB-100-BL	MSH2
DTB-100-BL	MSH6
DTB-100-BL	MYC
DTB-101-BL	KMT2A
DTB-101-BL	LSAMP
DTB-102-PRO	MRE11
DTB-102-PRO	ZFP36L1
DTB-102-PRO	CDC27
DTB-102-PRO	JAK1
DTB-104-BL	CDH1
DTB-104-BL	ERF
DTB-111-PRO	NDST2
DTB-111-PRO	NCOR2
DTB-111-PRO	GEMIN5
DTB-111-PRO	NOX3
DTB-112-BL	ITSN2
DTB-112-BL	TCERG1
DTB-112-BL	NBN
DTB-119-PRO	FOXA1
DTB-119-PRO	CHD7
DTB-121-BL	FANCG
DTB-124-BL	NDST2
DTB-124-BL	CDK4
DTB-124-BL	ZFP36L1
DTB-124-BL	PTPRC
DTB-124-BL	ELK4
DTB-124-BL	JADE2
DTB-124-BL	ETV1
DTB-124-BL	NKX3-1
DTB-126-BL	CDC27
DTB-126-BL	ETV5
DTB-127-PRO	MBD1
DTB-127-PRO	ERF
DTB-127-PRO	CNOT3
DTB-127-PRO	TTC28
DTB-127-PRO	ZNRF3
DTB-128-BL	ADAMTS8
DTB-128-BL	CNOT3
DTB-128-BL	CHD1
DTB-129-BL	FOXA1
DTB-129-BL	TSC2
DTB-129-BL	PPL
DTB-129-BL	SPATA18
DTB-135-PRO	TCF12
DTB-135-PRO	IDH1
DTB-135-PRO	NOX3
DTB-135-PRO	WRN
DTB-137-PRO	ADAMTS8
DTB-137-PRO	UNC13D
DTB-137-PRO	ERF
DTB-137-PRO	SEL1L3
DTB-138-BL	MTOR
DTB-138-BL	SETD2
DTB-140-BL	NCOR2
DTB-140-BL	AXL
DTB-140-BL	ERCC2
DTB-141-BL	PTEN
DTB-141-BL	AXL
DTB-141-BL	U2AF1
DTB-141-BL	IGF2R
DTB-141-BL	SSR1
DTB-141-BL	SMARCA1
DTB-143-BL	ARID2
DTB-143-BL	KMT2D
DTB-143-BL	LSAMP
DTB-143-BL	ATR
DTB-143-BL	EHHADH
DTB-143-BL	TAP1
DTB-143-BL	TAF1L
DTB-146-BL	ATM
DTB-146-BL	ADAMTS8
DTB-146-BL	TCF12
DTB-146-BL	BLM
DTB-146-BL	AXL
DTB-146-BL	SMARCAD1
DTB-146-BL	IGF2R
DTB-146-BL	SMARCA1
DTB-149-BL	ASXL2
DTB-149-BL	MSH2
DTB-151-BL	CDK12
DTB-151-BL	PTPRC
DTB-151-BL	TCERG1
DTB-151-BL	BAG4
DTB-156-BL	TRPM4
DTB-156-BL	GNAS
DTB-156-BL	PIK3CB
DTB-159-BL	KMT2D
DTB-159-BL	ATR
DTB-159-BL	SMARCA1
DTB-167-PRO	STAB2
DTB-167-PRO	MGA
DTB-167-PRO	MAP2K4
DTB-167-PRO	ZNRF3
DTB-172-BL	ATR
DTB-173-BL	WRN
DTB-173-BL	AR
DTB-175-BL	KMT2A
DTB-175-BL	BRCA2
DTB-175-BL	SMARCAD1
DTB-175-BL	MYC
DTB-175-BL	NKX3-1
DTB-176-BL	MGA
DTB-176-BL	U2AF1
DTB-176-BL	JADE2
DTB-176-BL	TAP1
DTB-176-BL	ZNF292
DTB-186-BL	ITSN2
DTB-187-BL	RNF31
DTB-188-BL	JAK1
DTB-190-BL	USP28
DTB-190-BL	NF1
DTB-190-BL	RAD51D
DTB-190-BL	UNC13D
DTB-190-BL	CHD6
DTB-190-BL	GNAS
DTB-190-BL	RASA1
DTB-193-BL	TAP1
DTB-193-BL	RSPO2
DTB-194-PRO	MATN4
DTB-194-PRO	IDH1
DTB-194-PRO	CHD1
DTB-194-PRO	NOX3
DTB-194-PRO	MYC
DTB-201-PRO	MTOR
DTB-201-PRO	ASXL2
DTB-201-PRO	ZFP36L2
DTB-202-BL	NDST2
DTB-202-BL	SH3RF1
DTB-204-BL	AXL
DTB-205-BL	CDK12
DTB-205-BL	BRCA1
DTB-205-BL	ETV4
DTB-205-BL	ERCC2
DTB-205-BL	MTOR
DTB-205-BL	CHD7
DTB-205-BL	MED12
DTB-205-BL	ZMYM3
DTB-206-BL	CDK12
DTB-213-BL	CHD3
DTB-213-BL	COL5A3
DTB-213-BL	ETV5
DTB-213-BL	FANCG
DTB-213-BL	TBC1D2
DTB-214-BL	CDKN1B
DTB-214-BL	GPR19
DTB-214-BL	TAP1
DTB-216-PRO	PRPF8
DTB-216-PRO	SPOP
DTB-220-BL	PTEN
DTB-220-BL	TSC2
DTB-220-BL	UNC13D
DTB-220-BL	SMARCAD1
DTB-222-BL	PRPF8
DTB-222-BL	CDC27
DTB-222-BL	RNF43
DTB-222-BL	MBD1
DTB-222-BL	TRPM4
DTB-222-BL	TTC28
DTB-223-BL	KMT2A
DTB-223-BL	MRE11
DTB-232-PRO	CDH1
DTB-232-PRO	BRIP1
DTB-234-BL	ZNF292
DTB-251-BL	PTEN
DTB-251-BL	HRAS
DTB-251-BL	ZFHX3
DTB-251-BL	FANCA
DTB-251-BL	MBD1
DTB-251-BL	ERF
DTB-251-BL	PMS1
DTB-251-BL	MYC
DTB-252-BL	MRE11
DTB-252-BL	AXL
DTB-252-BL	ETV1
DTB-252-BL	MYC
DTB-255-BL	WASF3
DTB-255-BL	AXL
DTB-258-BL	WRN
DTB-260-BL	MRE11
DTB-265-PRO	BRIP1
DTB-265-PRO	ETV3
DTB-266-BL	MAP2K4
01115154-TA1	PPL
01115154-TA1	ETV3
01115154-TA1	U2AF1
01115156-TC5	BRAF
01115157-TA3	BLM
01115157-TA3	PYHIN1
01115157-TA3	AR
01115183-TA1	CCND1
01115183-TA1	CTDP1
01115183-TA1	CNOT3
01115183-TA1	WRN
01115244-TA3	KMT2A
01115244-TA3	WASF3
01115244-TA3	KDM6A
01115248-TA3	COL5A3
01115248-TA3	KEAP1
01115248-TA3	PIK3R2
01115249-TC5	ARID2
01115257-TA4	FANCA
01115257-TA4	PIK3CA
01115263-TA3	CTDP1
01115263-TA3	U2AF1
01115284-TA9	CTDP1
01115326-TA3	PYHIN1
01115326-TA3	CUL3
01115374-TA2	PALB2
01115374-TA2	CTDP1
01115374-TA2	COL5A1
01115414-TA1	SPATA18
01115444-TA5	FANCA
01115444-TA5	ZFP36L2
01115468-TA3	TAF1L
01115503-TC2	PALB2
01115503-TC2	ERG
01115525-TA1	AXL
01115525-TA1	RPRD2
01115525-TA1	JAK1
01115525-TA1	CUL3
01115525-TA1	SMARCAD1
01115525-TA1	BRAF
01115531-TA4	KMT2A
01115531-TA4	CTDP1
01115531-TA4	SPEN
01115531-TA4	MIRLET7BHG
01115531-TA4	BAG4
01115549-TA4	ERF
01115554-TA2	RAD51D
01115554-TA2	SETDB1
01115554-TA2	MIRLET7BHG
01115554-TA2	AR
01115569-TC1	RB1
01115569-TC1	MBD1
01115569-TC1	ELK4
01115569-TC1	CTNNB1
01115574-TC3	SPEN
01115574-TC3	PMS1
01115576-TC2	RAD51B
01115576-TC2	ZFP36L1
01115576-TC2	BLM
01115576-TC2	MAP2K4
01115576-TC2	TCERG1
01115576-TC2	PIK3R1
01115576-TC2	RSPO2
01115577-TC1	CCND1
01115577-TC1	CHD6
01115578-TC4	CCND1
01115578-TC4	AKT1
01115578-TC4	CHD3
01115578-TC4	TP53
01115578-TC4	MIRLET7BHG
01115578-TC4	SPATA18
01115578-TC4	SLC4A2
01115581-TA3	ARID1A
01115581-TA3	BRAF
01115589-TC2	ARID2
01115589-TC2	TSC2
01115589-TC2	BRIP1
01115589-TC2	TSC1
01115606-TA2	CTDP1
01115606-TA2	ELK4
01115606-TA2	TSC1
01115644-TA1	CTDP1
01115655-TA1	CTDP1
01115655-TA1	ERF
01115655-TA1	MYC
01115655-TA1	AR
01115655-TC1	CTDP1
01115655-TC1	ERF
01115655-TC1	ATR
01115655-TC1	SSR1
01115668-TA4	TSC2
01115668-TA4	ETV3
01115669-TA3	CTDP1
01115669-TA3	COL5A3
01115669-TA3	TRPM4
01115669-TA3	COL5A1
06115115-T	GEMIN5
06115117-T	PALB2
06115117-T	TSC1
06115118-T	NF1
06115118-T	KEAP1
06115118-T	SPATA18
DTB-003-BL	NF1
DTB-003-BL	ETV5
DTB-003-BL	SPATA18
DTB-003-BL	SSR1
DTB-008-BL	FANCG
DTB-009-BL	MGA
DTB-009-BL	SPEN
DTB-009-BL	SF3B1
DTB-009-BL	MLH1
DTB-009-BL	COL5A1
DTB-011-BL	ITSN2
DTB-018-BL	PPL
DTB-019-PRO	STAB2
DTB-019-PRO	MAP2K4
DTB-019-PRO	SPEN
DTB-019-PRO	CUL3
DTB-019-PRO	CHD7
DTB-020-BL	STAB2
DTB-021-BL	SMARCAD1
DTB-021-BL	ETV1
DTB-022-BL	KRAS
DTB-022-BL	NCOR1
DTB-023-BL	PTPRC
DTB-023-BL	MED12
DTB-023-BL	ZMYM3
DTB-024-PRO	WASF3
DTB-024-PRO	BRCA1
DTB-024-PRO	ETV4
DTB-024-PRO	TCERG1
DTB-024-PRO	FANCG
DTB-034-BL	CDKN1B
DTB-034-BL	GPR19
DTB-034-BL	COL5A3
DTB-034-BL	DHX30
DTB-035-BL	ATM
DTB-035-BL	GEMIN5
DTB-036-BL	PTEN
DTB-036-BL	ZNF292
DTB-037-BL	NDST2
DTB-037-BL	MYBBP1A
DTB-037-BL	ELK4
DTB-037-BL	PIK3CB
DTB-053-BL	ERCC2
DTB-055-PRO	MYBBP1A
DTB-055-PRO	PIK3R2
DTB-055-PRO	CTNNB1
DTB-059-BL	ADAMTS8
DTB-060-BL	HRAS
DTB-060-BL	TRPM4
DTB-060-BL	JAK1
DTB-061-BL	MLH1
DTB-063-BL	FOXA1
DTB-063-BL	CDK12
DTB-063-BL	CNOT3
DTB-063-BL	PRKDC
DTB-063-BL	NBN
DTB-064-BL	TSC2
DTB-064-BL	COL5A3
DTB-064-BL	CNOT3
DTB-064-BL	COL5A1
DTB-067-PRO	ASXL2
DTB-069-BL	RAD51D
DTB-069-BL	CDK12
DTB-071-BL	RAD51D
DTB-071-BL	IDH1
DTB-077-PRO	AXIN1
DTB-077-PRO	PTPRC
DTB-083-BL	CDC27
DTB-083-BL	MYBBP1A
DTB-083-BL	PTPRC
DTB-085-BL	STAB2
DTB-085-BL	RNF31
DTB-085-BL	SPEN
DTB-085-BL	TCERG1
DTB-085-BL	AR
DTB-089-BL	GEMIN5
DTB-090-PRO	WASF3
DTB-090-PRO	MBD1
DTB-090-PRO	CNOT3
DTB-091-BL	ERCC2
DTB-091-BL	CHD1
DTB-092-BL	HDAC4
DTB-092-BL	PIK3CB
DTB-097-PRO	GNAS
DTB-097-PRO	JADE2
DTB-100-BL	RB1
DTB-100-BL	ELK4
DTB-101-BL	NCOR1
DTB-101-BL	PRPF8
DTB-101-BL	PIK3R2
DTB-102-PRO	ETV3
DTB-104-BL	ARID4A
DTB-104-BL	MYC
DTB-104-BL	BAG4
DTB-104-BL	MED12
DTB-104-BL	ZMYM3
DTB-111-PRO	USP28
DTB-111-PRO	ZBTB16
DTB-111-PRO	MGA
DTB-111-PRO	CHD3
DTB-111-PRO	ERCC2
DTB-111-PRO	BAG4
DTB-112-BL	PALB2
DTB-112-BL	ASXL2
DTB-112-BL	TSC1
DTB-119-PRO	BRIP1
DTB-119-PRO	JAK1
DTB-119-PRO	TCERG1
DTB-121-BL	ARID4A
DTB-121-BL	PIK3CA
DTB-121-BL	APC
DTB-121-BL	TAF1L
DTB-124-BL	ADAMTS8
DTB-124-BL	MATN4
DTB-124-BL	PIK3CB
DTB-124-BL	COL5A1
DTB-124-BL	MED12
DTB-124-BL	ZMYM3
DTB-126-BL	PALB2
DTB-126-BL	PTPRC
DTB-126-BL	ELK4
DTB-126-BL	SAMD9
DTB-127-PRO	KMT2A
DTB-127-PRO	KRAS
DTB-127-PRO	BRPF1
DTB-127-PRO	FANCD2
DTB-128-BL	CHD3
DTB-128-BL	ZNRF3
DTB-128-BL	IDH1
DTB-129-BL	MIRLET7BHG
DTB-132-BL	SPEN
DTB-135-PRO	KRAS
DTB-135-PRO	BRCA1
DTB-135-PRO	MYBBP1A
DTB-135-PRO	ERCC2
DTB-135-PRO	SLC4A2
DTB-135-PRO	NBN
DTB-137-PRO	STAB2
DTB-137-PRO	SETD2
DTB-137-PRO	SLC4A2
DTB-138-BL	AXIN2
DTB-138-BL	JAK1
DTB-140-BL	TCF12
DTB-140-BL	AXIN1
DTB-140-BL	KEAP1
DTB-141-BL	TSC2
DTB-141-BL	ETV4
DTB-141-BL	ETV1
DTB-141-BL	NBN
DTB-146-BL	MTOR
DTB-146-BL	SPEN
DTB-146-BL	ELK4
DTB-146-BL	TAP1
DTB-146-BL	MYC
DTB-151-BL	BRIP1
DTB-151-BL	IDH1
DTB-156-BL	NCOR1
DTB-156-BL	ERCC2
DTB-156-BL	HDAC4
DTB-156-BL	NKX3-1
DTB-156-BL	BAG4
DTB-159-BL	RAD51B
DTB-159-BL	ZFP36L1
DTB-159-BL	APC
DTB-165-PRO	ARID4A
DTB-165-PRO	TRPM4
DTB-165-PRO	XPO1
DTB-165-PRO	ETV5
DTB-165-PRO	CHD7
DTB-167-PRO	AKT1
DTB-167-PRO	CHD3
DTB-172-BL	KRAS
DTB-172-BL	MYBBP1A
DTB-172-BL	PIK3R2
DTB-172-BL	PIK3CB
DTB-172-BL	ETV5
DTB-173-BL	IDH1
DTB-173-BL	XPO1
DTB-173-BL	EHHADH
DTB-173-BL	ETV5
DTB-175-BL	ARID2
DTB-175-BL	CDK12
DTB-176-BL	MATN4
DTB-183-BL	EHHADH
DTB-183-BL	ETV5
DTB-183-BL	FANCG
DTB-186-BL	KMT2A
DTB-186-BL	ZFP36L2
DTB-186-BL	MSH2
DTB-186-BL	MSH6
DTB-187-BL	MGA
DTB-187-BL	SSR1
DTB-188-BL	KMT2A
DTB-188-BL	CDH1
DTB-188-BL	ARID1A
DTB-190-BL	STAB2
DTB-190-BL	TSC2
DTB-190-BL	MAP2K4
DTB-190-BL	U2AF1
DTB-193-BL	CDK12
DTB-194-PRO	RPRD2
DTB-194-PRO	SETDB1
DTB-201-PRO	ITSN2
DTB-202-BL	MRE11
DTB-202-BL	ARID4A
DTB-202-BL	MAP2K4
DTB-202-BL	CDK12
DTB-202-BL	BRIP1
DTB-202-BL	BRPF1
DTB-202-BL	FANCD2
DTB-202-BL	APC
DTB-204-BL	JAK1
DTB-205-BL	ATM
DTB-205-BL	TSC2
DTB-205-BL	UNC13D
DTB-205-BL	KEAP1
DTB-205-BL	SETDB1
DTB-205-BL	SPEN
DTB-205-BL	PTPRC
DTB-205-BL	PIK3CB
DTB-205-BL	NKX3-1
DTB-205-BL	NBN
DTB-206-BL	MYBBP1A
DTB-206-BL	RPRD2
DTB-206-BL	SEL1L3
DTB-210-BL	CHD3
DTB-213-BL	MAP2K4
DTB-213-BL	SMARCAD1
DTB-214-BL	CDK4
DTB-214-BL	MED12
DTB-214-BL	ZMYM3
DTB-216-PRO	KMT2D
DTB-216-PRO	TAP1
DTB-220-BL	BRCA2
DTB-220-BL	TCF12
DTB-220-BL	AXIN1
DTB-220-BL	CHD3
DTB-220-BL	TP53
DTB-220-BL	SSR1
DTB-222-BL	ELK4
DTB-222-BL	ERG
DTB-223-BL	FOXA1
DTB-223-BL	KEAP1
DTB-223-BL	JAK1
DTB-232-PRO	FANCA
DTB-232-PRO	SLC4A2
DTB-234-BL	ITSN1
DTB-234-BL	PMS1
DTB-251-BL	NF1
DTB-251-BL	PTPRC
DTB-252-BL	SLC4A2
DTB-258-BL	KRAS
DTB-258-BL	PIK3R2
DTB-260-BL	ZNF292
DTB-265-PRO	CDK4
